PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_PILLAR;REQUIREMENTS_ATTRIBUTES_ARTICLE;REQUIREMENTS_ATTRIBUTES_ARTICLETITLE;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;ca-central-1;2026-07-10 18:08:16.187152;DORA-Art28;Financial entities shall manage ICT third-party risk as an integral component of ICT risk within their ICT risk management framework. Cross-account access, trust boundaries, organization-level controls and dependency visibility are critical to monitor third-party exposure on AWS.;ICT Third-Party Risk Management;Article 28;General principles (ICT third-party risk);FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:ca-central-1:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;ca-central-1;2026-07-10 18:08:16.187152;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:ca-central-1:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-central-1;2026-07-10 18:08:16.187152;DORA-Art6;Financial entities shall have an ICT risk management framework that is sound, comprehensive and well-documented, enabling them to address ICT risk quickly, efficiently and comprehensively and to ensure a high level of digital operational resilience. This includes continuous configuration recording, security findings aggregation and an enterprise-wide visibility plane.;ICT Risk Management;Article 6;ICT risk management framework;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-central-1:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-central-1;2026-07-10 18:08:16.187152;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-central-1:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-central-1;2026-07-10 18:08:16.187152;DORA-Art28;Financial entities shall manage ICT third-party risk as an integral component of ICT risk within their ICT risk management framework. Cross-account access, trust boundaries, organization-level controls and dependency visibility are critical to monitor third-party exposure on AWS.;ICT Third-Party Risk Management;Article 28;General principles (ICT third-party risk);FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-central-1:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-central-1;2026-07-10 18:08:16.187152;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-central-1:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-north-1;2026-07-10 18:08:16.187152;DORA-Art6;Financial entities shall have an ICT risk management framework that is sound, comprehensive and well-documented, enabling them to address ICT risk quickly, efficiently and comprehensively and to ensure a high level of digital operational resilience. This includes continuous configuration recording, security findings aggregation and an enterprise-wide visibility plane.;ICT Risk Management;Article 6;ICT risk management framework;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-north-1:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-north-1;2026-07-10 18:08:16.187152;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-north-1:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-north-1;2026-07-10 18:08:16.187152;DORA-Art28;Financial entities shall manage ICT third-party risk as an integral component of ICT risk within their ICT risk management framework. Cross-account access, trust boundaries, organization-level controls and dependency visibility are critical to monitor third-party exposure on AWS.;ICT Third-Party Risk Management;Article 28;General principles (ICT third-party risk);FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-north-1:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-north-1;2026-07-10 18:08:16.187152;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-north-1:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-west-2;2026-07-10 18:08:16.187152;DORA-Art6;Financial entities shall have an ICT risk management framework that is sound, comprehensive and well-documented, enabling them to address ICT risk quickly, efficiently and comprehensively and to ensure a high level of digital operational resilience. This includes continuous configuration recording, security findings aggregation and an enterprise-wide visibility plane.;ICT Risk Management;Article 6;ICT risk management framework;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-west-2:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-west-2;2026-07-10 18:08:16.187152;DORA-Art8;Financial entities shall identify, classify and adequately document all ICT supported business functions, roles and responsibilities, the information assets and ICT assets supporting them, and their interdependencies. They shall on a continuous basis identify all sources of ICT risk, in particular the risk exposure to and from other financial entities.;ICT Risk Management;Article 8;Identification;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-west-2:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-west-2;2026-07-10 18:08:16.187152;DORA-Art28;Financial entities shall manage ICT third-party risk as an integral component of ICT risk within their ICT risk management framework. Cross-account access, trust boundaries, organization-level controls and dependency visibility are critical to monitor third-party exposure on AWS.;ICT Third-Party Risk Management;Article 28;General principles (ICT third-party risk);FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-west-2:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-west-2;2026-07-10 18:08:16.187152;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-west-2:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
aws;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";735291151388;eu-west-3;2026-07-10 18:08:16.187152;DORA-Art6;Financial entities shall have an ICT risk management framework that is sound, comprehensive and well-documented, enabling them to address ICT risk quickly, efficiently and comprehensively and to ensure a high level of digital operational resilience. This includes continuous configuration recording, security findings aggregation and an enterprise-wide visibility plane.;ICT Risk Management;Article 6;ICT risk management framework;FAIL;IAM Access Analyzer in account 735291151388 is not enabled.;arn:aws:accessanalyzer:eu-west-3:735291151388:analyzer/unknown;analyzer/unknown;accessanalyzer_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
